0.0	12.4368
0.0221301356012	12.4319
0.0442602712024	12.4431
0.0663904068037	12.4406
0.0885205424049	12.4406
0.110650678006	12.4286
0.132780813607	12.4105
0.154910949209	12.4051
0.17704108481	12.401
0.199171220411	12.3589
0.221301356012	12.357
0.243431491613	12.3816
0.265561627215	12.42
0.287691762816	12.463
0.309821898417	12.4619
0.331952034018	12.454
0.35408216962	12.4445
0.376212305221	12.4409
0.398342440822	12.4248
0.420472576423	12.4165
0.442602712024	12.416
0.464732847626	12.4122
0.486862983227	12.4085
0.508993118828	12.4121
0.531123254429	12.4098
0.553253390031	12.4013
0.575383525632	12.3904
0.597513661233	12.3835
0.619643796834	12.3826
0.641773932435	12.3828
0.663904068037	12.383
0.686034203638	12.3898
0.708164339239	12.3964
0.73029447484	12.394
0.752424610441	12.4006
0.774554746043	12.4109
0.796684881644	12.4144
0.818815017245	12.4198
0.840945152846	12.4241
0.863075288448	12.4349
0.885205424049	12.4355
0.90733555965	12.4308
0.929465695251	12.4197
0.951595830852	12.4103
0.973725966454	12.3961
0.995856102055	12.3829
1.01798623766	12.3779
1.04011637326	12.3685
1.06224650886	12.3622
1.08437664446	12.3645
1.10650678006	12.3618
1.12863691566	12.3617
1.15076705126	12.3584
1.17289718686	12.3576
1.19502732247	12.3593
1.21715745807	12.3602
1.23928759367	12.36
1.26141772927	12.3593
1.28354786487	12.3563
1.30567800047	12.3583
1.32780813607	12.3501
1.34993827167	12.3422
1.37206840728	12.3427
1.39419854288	12.3447
1.41632867848	12.3409
1.43845881408	12.3365
1.46058894968	12.3365
1.48271908528	12.3418
1.50484922088	12.3555
1.52697935648	12.3675
1.54910949209	12.3591
1.57123962769	12.3182
1.59336976329	12.3142
1.61549989889	12.3351
1.63763003449	12.3544
1.65976017009	12.3604
1.68189030569	12.36
1.70402044129	12.3468
1.7261505769	12.3245
1.7482807125	12.3203
1.7704108481	12.3115
1.7925409837	12.3173
1.8146711193	12.3219
1.8368012549	12.3216
1.8589313905	12.328
